Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Furnishing,SizeType,SizeValue
27,1.1,2,3,2,55,0,0,1890
32,0.65,2,2,2,55,1,0,935
67,0.648,3,2,2,83,0,0,1500
36,0.56,2,2,2,79,2,0,1136
42,0.551,3,2,0,55,1,0,960
8,3.98,3,5,0,45,2,1,12500
17,1.2,2,3,2,56,2,0,1870
82,1.7,3,3,2,12,1,1,1920
8,2.55,3,3,3,8,2,0,2250
17,1.707,2,4,2,43,0,0,2710
36,0.56,3,2,0,79,1,0,1136
19,0.535,3,1,1,79,1,0,762
19,0.5354,3,1,1,79,1,0,762
19,0.611146,3,1,1,79,1,0,821
19,0.9776,3,2,2,79,1,0,1328
19,0.795308,3,2,2,79,2,0,1066
19,1.3,3,4,2,14,1,1,2600
19,1.388,2,3,1,79,1,0,1512
40,1.6,3,2,2,55,1,0,1424
67,0.51,3,2,2,59,1,0,1313
67,0.36,3,1,2,80,1,0,618
23,1.1,2,3,1,56,2,0,2000
40,4,2,4,2,55,1,0,2250
25,1.99,3,4,0,12,1,0,2530
71,3.1,3,5,4,74,1,1,6000
47,1.1,2,3,3,56,1,0,1948
14,0.56,3,2,2,59,2,0,1100
88,0.67,1.5,2,2,55,1,0,1085
67,0.57,1.5,2,2,55,1,0,1098
88,0.95,2,2,2,55,1,0,1518
32,0.899999,2,3,0,56,0,0,1578
19,0.798,2,3,2,56,0,0,1483
63,0.649,2,3,2,59,1,0,1577
42,0.35,3,2,1,37,2,0,1010
67,1.18,3,2,2,56,1,0,1442
27,0.64,3,2,2,59,0,0,1500
40,2.81,2.5,4,0,56,1,0,3800
40,3.25,2.5,4,0,56,1,0,3800
40,3.795,2.5,4,0,56,1,0,3800
40,1.495,3,2,1,80,0,0,1050
40,9.1,2,5,0,56,0,0,3638
40,4.3,2,5,0,56,0,0,2250
40,5.3,3,5,0,56,1,0,4427
2,1.99,3.5,8,0,77,2,1,3500
19,0.39,3,2,1,56,0,0,1026
79,3.3,3,5,0,77,1,1,3627
79,1.6,2.5,5,0,89,1,1,2700
40,5.92696,3.5,8,5,57,1,0,7228
40,1.9964,3,2,0,79,0,0,1426
40,1.9251,3,2,0,79,0,0,1426
40,4.7,2,4,0,79,1,0,4206
40,1.6,1.5,2,0,55,0,0,1830
40,2.33705,3,2,0,79,0,0,1087
40,4.3368,3,3,0,79,0,0,1668
40,4.17,3,3,0,79,0,0,1668
40,9.5,2.5,5,0,55,1,0,3600
40,5.53375,3,7,0,57,1,0,4427
20,2.9,3,5,2,55,1,0,5285
40,4.3368,1.5,3,0,79,0,0,1668
40,2.9,3,2,0,79,0,0,1195
40,2.3914,1,2,0,79,0,0,1087
40,4.465,3,3,0,79,0,0,1786
40,2.7,2,4,2,55,1,0,2356
40,2.771,1.5,3,0,55,0,0,1636
40,3.932,2.5,6,2,55,0,0,2906
40,3.332664,1.5,3,0,79,1,0,1668
40,4.8697,3,7,0,57,1,0,4427
40,3.1,2.5,5,0,57,1,0,3502
40,5.57,2,4,2,55,1,0,2228
40,8.68,2,4,2,55,1,0,3218
12,2.6,3,2,0,79,0,0,1309
40,2.7,2.5,5,0,79,1,0,2343
40,6.8,3,6,0,44,2,1,4700
40,3.0679,2,5,0,79,0,0,2789
40,4.5,2,4,0,55,1,0,3706
40,4,2,4,0,55,1,0,3285
40,2.68,2,5,0,79,1,0,3282
40,3.5,2.5,6,0,55,1,0,3800
12,3.96825,2,5,2,79,1,0,2405
12,2.8754,3,2,1,79,0,0,1307
40,4,2,5,0,55,1,0,2450
40,2.8514,1,2,0,79,1,0,1076
40,3.5,2.5,6,0,55,1,0,3800
40,3.2,3,2,0,79,1,0,1195
40,5.1794,2,3,0,79,0,0,1786
40,3.228,1,2,0,79,1,0,1076
40,4.6,3,6,0,79,1,0,5402
33,0.695,3,2,1,58,2,0,1064
67,0.4929,3,2,2,56,3,0,1025
50,3.5,3,6,0,23,1,1,2800
33,0.43,3,2,1,37,1,0,1100
19,4.2,3,8,0,44,0,1,7000
40,1.2,3,1,1,83,0,0,569
40,1.1988,3,1,1,80,0,0,636
32,0.67,3,2,1,79,1,0,891
9,0.64,3,2,0,79,2,0,823
32,0.48,3,2,1,83,1,0,872
32,0.42,3,2,2,83,1,0,950
3,2.8,2.5,4,3,55,1,0,2271
3,0.0085,2,4,3,55,0,0,2175
50,1.75,2.5,4,2,56,0,0,2580
40,3.502,2.5,4,2,56,1,0,3502
31,0.65,3,3,0,19,2,0,1840
72,0.508,3,2,3,56,1,0,1042
23,6.9,2.5,5,5,45,0,1,6800
2,0.65,3,2,1,79,0,0,950
17,1.4,3,4,2,55,1,0,2000
17,5.475,2,4,3,69,1,1,14800
17,2.47625,2,5,2,55,0,0,2830
70,4.9,3,6,0,73,1,0,5500
70,9,3,6,0,73,1,1,8000
17,4.68,2,4,3,56,1,0,7110
17,4.68,2,4,3,56,1,0,7110
51,2.18,3,4,0,77,1,1,4600
76,0.42,3,2,1,55,0,0,918
9,1.4,2,4,2,55,1,0,1910
37,4.5,2.5,5,2,55,1,0,5300
23,2.35,3,5,0,55,0,0,3600
3,8.337,2.5,6,0,55,0,0,6490
2,9.75,2.5,6,6,55,1,0,7500
17,8.5,3,7,5,55,1,0,6738
17,4.8,2,4,3,56,1,0,7110
17,1.2,2,3,1,55,1,0,1677
17,4.8,2,4,3,56,1,0,7110
32,0.435,3,2,0,59,1,0,1065
50,0.93,2,3,2,55,0,0,1370
17,6.5,3.5,7,0,44,1,1,4200
8,9.3,3.5,5,0,44,1,1,14327
65,6,3,6,0,44,1,1,5000
17,9,3.5,8,0,44,0,1,8438
50,1.63,2,4,2,56,1,0,2020
50,1.85,2,4,2,56,1,0,2243
76,1.2,1.5,2,2,55,0,1,1744
50,1.6,2.5,5,0,57,2,0,3340
14,0.32,1,1,1,59,1,0,775
50,2.9,2.5,5,3,55,1,0,2767
19,0.85,3,3,0,12,1,1,1400
23,1.356,2,2,0,79,1,0,1356
23,4.2,3,6,2,73,1,1,3200
47,0.678,2,3,2,55,1,0,1474
37,1.79,3,3,2,79,1,0,1157
37,1.58,3,2,1,79,1,0,935
14,0.655,1.5,2,2,59,1,0,1032
76,1.35,2,4,2,59,0,0,1784
8,1.6,3,3,0,12,2,1,1760
19,0.288,3,2,0,36,2,1,860
37,1.2,3,2,1,79,1,0,887
88,0.42,3,3,1,56,1,0,1267
88,0.945,2,2,2,55,1,0,1529
40,1.8,3,3,2,56,1,0,1232
37,1.05,1,1,1,79,1,0,717
40,1.58445,3,2,1,59,1,0,971
40,1.556,3,2,2,56,0,0,1031
40,1.275,3,1,2,59,1,0,649
37,1,1,1,1,79,1,0,688
19,1.188,2,3,2,12,1,1,2200
14,0.4,3,2,1,40,3,0,1093
14,0.43,1.5,2,1,36,1,0,1092
14,0.42,3,2,1,40,0,0,923
14,0.45,3,2,1,40,1,0,1053
37,0.95,1,1,1,79,1,0,625
67,0.48,3,2,4,59,1,0,1272
32,0.355,3,2,0,79,2,0,950
32,0.35,3,2,1,79,1,0,950
14,0.488,1,1,1,79,1,0,667
14,0.488,1,1,1,79,1,0,667
32,0.34,3,2,1,79,2,0,950
32,0.63,3,2,2,59,1,0,935
19,0.68,3,2,2,55,0,0,1315
32,0.285,3,2,1,40,0,0,920
88,0.68,1.5,2,2,56,1,1,1085
14,2.5,3,7,2,44,2,1,7000
47,0.438,1.5,2,2,55,1,0,936
50,0.84,3,2,1,59,0,0,1268
50,1.9,2,4,2,55,0,0,2025
14,0.45,3,2,1,40,0,0,1043
32,0.32,3,2,1,79,2,0,850
32,0.66,3,2,0,79,2,0,953
32,0.38,3,2,1,79,2,0,960
86,0.64,3,2,1,79,1,0,1160
19,2.5,3,4,6,48,1,1,5296
32,0.38,3,2,1,59,1,0,1100
63,0.51,3,2,0,55,2,1,1205
63,0.54,3,2,1,79,2,1,713
62,0.248,3,2,0,65,1,0,973
64,0.85,2,4,2,55,1,0,1381
64,1,2,5,0,55,1,0,1567
64,0.68,3,2,2,55,1,0,738
64,1.05,2,3,0,55,1,0,1381
64,0.78,3,3,0,55,1,0,999
40,1.515,3,3,0,55,0,0,1683
64,0.89,3,3,1,55,2,0,1237
64,0.858,1.5,3,0,55,1,0,954
64,0.69,3,2,0,59,1,0,738
50,0.65,3,1,0,83,0,0,462
64,0.72,3,2,0,55,1,0,999
64,1.2,2,5,0,55,1,0,1567
64,0.68,3,3,0,55,1,0,999
64,0.82,2,4,0,55,1,0,1381
64,0.78,3,2,1,55,2,0,1110
64,0.848,3,3,1,59,2,0,1186
25,3.3,2.5,6,0,19,1,0,4300
25,5.3,3.5,8,0,25,1,0,6768
25,5.2,3,9,0,25,1,0,6088
25,4.2,2.5,6,0,14,1,0,4471
50,0.95,3,2,0,83,0,0,932
88,0.175,3,1,0,67,1,0,550
88,0.21,3,1,0,67,1,0,550
76,1.39,2,3,2,55,0,0,1784
20,1.190888,2,4,2,55,0,0,2163
50,0.79,3,2,2,55,0,0,1280
23,4.65,3,6,0,44,0,1,6360
23,3.35,2,3,0,73,0,0,4165
50,2.25,2.5,4,3,56,1,0,2973
50,2.25,2.5,4,3,56,1,0,2973
64,0.42,3,1,1,79,2,0,678
17,2.55,3,6,3,56,0,0,3627
17,2.6,3,5,3,59,0,0,3251
50,1.28,2.5,4,0,59,1,0,1991
64,0.65,3,2,2,55,1,0,1115
19,0.383,3,2,1,58,0,0,1020
40,2.7,3,2,2,80,0,0,1103
19,0.68,3,3,2,8,1,1,1170
19,0.395,3,2,1,59,0,1,910
32,0.58,1,2,1,79,2,0,779
37,1.24,3,2,1,79,0,0,651
20,0.679,2,3,1,59,1,0,1508
12,0.55,3,2,0,59,1,0,1209
39,2.28,1.5,3,1,80,0,0,1625
32,0.899,2,3,2,55,1,0,1663
14,3.9,3,5,2,45,1,1,4230
17,9,3.5,6,5,45,1,1,9000
67,0.265,3,2,1,37,2,1,815
14,0.49,3,2,1,40,1,1,1100
62,0.618,3,2,2,79,1,0,1041
27,1.02,2,4,0,55,1,0,1799
25,1.12,3,3,0,59,1,0,1378
25,1.25,3,2,0,56,1,0,1303
32,0.002,3,2,2,79,0,0,852
88,0.41,3,2,2,79,2,0,770
86,0.64,3,2,1,79,1,0,1106
43,1,2,4,1,55,1,0,1800
40,0.8,3,2,0,80,1,1,1200
40,1.166,1.5,2,1,79,0,0,897
32,0.43,3,2,1,59,1,0,1191
65,2.2,2.5,4,2,55,1,0,2900
72,0.555,3,2,2,56,1,0,1099
53,0.4,3,2,0,91,2,1,1680
71,0.35,3,1,1,12,1,1,753
72,0.56,3,2,0,56,1,0,1111
32,0.65,3,2,2,56,1,0,1168
53,0.38,3,2,2,92,1,1,1680
32,0.39,3,2,1,79,1,0,950
14,0.47,3,2,1,56,2,0,1205
32,0.6698,2,2,2,79,1,0,1094
50,2.5,2.5,5,3,56,1,0,3732
50,0.88,3,2,2,56,1,0,1340
50,0.7,3,1,1,83,0,0,743
58,0.33,3,2,0,67,1,0,750
10,0.649888,3,2,1,79,1,0,950
70,0.625,3,2,1,55,0,0,1200
14,0.75,3,2,0,55,1,1,1407
2,2.3,3,6,2,23,2,1,1540
40,0.0079,2.5,4,2,80,1,1,2400
88,0.62,3,2,0,55,2,0,1000
40,0.898,3,2,1,55,1,0,876
56,0.43,3,2,1,56,2,0,813
67,0.58,3,2,3,55,1,0,1600
67,0.392,3,2,1,55,1,0,1272
11,0.58,3,1,0,79,0,0,468
63,0.648,2,3,2,59,1,0,1597
14,0.37,3,3,2,55,2,0,1225
2,2.7,3.5,8,4,77,1,1,3200
14,0.6,3,2,2,59,1,0,1200
67,0.64,2,3,2,59,1,0,1362
47,0.435,3,2,0,83,1,0,935
2,1.1,3.5,4,0,9,2,1,3778
8,1.6,2,3,2,56,0,0,2095
9,1.4,2,3,2,56,2,0,2068
9,0.748,1,1,0,83,0,0,861
50,1.9,2,4,3,56,0,0,2347
50,0.78,2,2,1,56,0,0,1550
50,1.95,2,4,3,56,0,0,2535
50,1.08,2,3,2,56,0,0,1574
25,0.92,3,1,2,56,0,0,969
25,1.3,3,2,2,58,0,0,1389
40,2.45,3,2,1,79,0,0,1103
50,2.28,2.5,5,0,55,1,0,2702
40,1.238,3,2,1,55,1,0,736
67,0.515,2,2,2,79,1,0,1059
40,1.4,3,2,0,59,1,0,976
50,1.2,3,2,2,55,3,0,1200
50,1.25,2,4,2,55,1,0,2002
3,1,3,2,1,79,2,0,941
14,0.565,1,1,1,79,0,0,667
71,0.49,3,2,1,59,2,0,900
12,1.4,3,2,1,80,0,0,1600
20,0.63,2,3,1,58,1,0,1480
20,0.655,1.5,2,1,58,0,0,1113
50,4.55,3,4,3,59,2,0,4723
50,1.9,2,3,3,55,1,0,2535
42,0.9,3,3,0,8,2,1,1873
47,0.37,3,2,1,56,1,0,950
56,0.666,3,3,0,55,2,1,1302
75,1.38,2,4,0,92,1,0,2928
50,1.8,2,4,2,56,3,0,2020
9,0.6,1,2,0,79,2,0,648
50,1.7,2,4,2,55,2,0,1878
19,0.46,3,2,1,12,0,1,1067
77,2,3,4,2,55,2,0,3000
19,0.56,3,2,0,59,1,0,962
14,0.45,3,2,1,59,1,0,1090
19,0.47,3,2,2,59,1,0,1142
23,3.2,2.5,5,0,73,1,1,3680
14,0.87,3,2,2,83,1,0,1025
40,4.7,2,5,2,55,0,0,2250
40,8.05,2.5,5,2,55,1,0,3218
40,4.5,2,4,2,55,1,0,2250
7,0.95,3,3,0,9,2,0,3735
8,0.89,1,1,1,79,1,0,689
50,0.85,1.5,2,1,56,0,0,1228
40,1.05,3,1,1,83,0,0,880
20,2.5,3,3,2,80,1,0,1614
71,0.388,3,2,1,55,0,0,1141
76,0.308,3,2,1,40,1,0,830
76,0.588,3,2,1,55,1,0,1000
76,0.788,3,3,1,55,1,0,1313
12,6.9,3,3,4,80,0,0,4157
40,1.4157,3,1,1,79,0,0,850
14,0.93,2,3,2,59,1,0,1513
32,0.45,2,2,1,83,1,0,880
32,0.466,3,3,3,55,2,0,1250
37,0.43,2,2,2,55,2,0,1065
67,0.419,3,2,2,79,2,0,842
88,0.339,3,1,1,79,1,0,657
37,1.28,3,2,1,79,0,0,868
8,1.5,3,3,2,19,0,0,2200
2,6,3,5,5,44,0,1,6000
14,0.75,3,2,2,79,2,0,1173
32,0.768,2,2,1,55,1,0,1092
42,0.599,3,2,2,79,1,0,1162
42,0.668,2,2,0,80,1,1,1250
32,0.45,3,2,0,55,1,0,1200
47,0.3,3,2,1,67,2,0,820
50,2.35,2.5,5,3,55,1,0,2973
25,1.15,3,2,2,56,1,0,1389
25,1.08,3,2,2,55,1,0,1389
25,1.15,2,2,2,56,1,0,1389
25,1.11,1.5,3,2,56,1,0,1400
76,0.0025,3,2,1,79,0,0,935
76,0.0023,3,2,1,79,0,0,935
25,3.4,3,5,0,20,1,1,2955
25,2.95,2,4,2,9,0,0,2400
25,0.9,3,2,2,56,0,0,969
25,1.65,2,3,2,55,0,0,1701
25,1.35,3,3,3,59,1,0,1701
25,0.825,3,1,2,56,1,0,969
25,1.5,2,4,3,56,0,0,2066
70,3.6,3,4,2,25,1,1,2000
8,4.1,3,7,0,45,2,1,6335
88,1.2,2.5,6,3,55,1,0,2266
88,0.58,3,3,2,56,1,0,1267
62,0.63,3,2,2,79,0,0,1089
40,2.5,2.5,6,0,59,1,0,3800
63,0.73,3,3,2,55,1,0,1395
47,0.455,3,2,1,83,1,0,935
47,0.46,3,2,1,80,1,0,935
50,1.88,2,4,2,59,0,0,2243
79,1.899,3,5,0,48,1,1,5035
37,0.4655,2,2,2,59,2,0,1065
62,0.5746,3,2,2,83,2,0,1089
8,3.5,3,5,0,73,0,1,4000
40,1.7,3,3,2,55,0,0,2028
23,3.98,3,4,3,44,0,1,5023
71,1.2,3,4,0,17,2,0,3000
9,1.2,2,2,1,80,1,0,1146
40,2.52,1.5,3,1,83,0,0,1490
40,2.19,1.5,2,1,83,0,0,1325
70,1.2,3,2,1,92,0,0,1500
32,0.68,3,2,2,55,0,0,935
32,0.72,3,2,2,58,1,0,1092
32,0.72,3,2,2,58,1,0,1092
40,2.945,2,3,3,80,1,0,3100
40,2.8,2,3,3,80,0,0,3300
76,2.65,2.5,6,0,56,1,0,3729
32,1.75,3.5,4,5,77,1,1,3885
88,0.58,3,2,0,59,1,0,1267
43,0.855,3,4,0,44,2,1,5800
32,1.5,2,4,4,55,1,0,2638
32,0.928,2,2,2,58,2,0,1578
32,0.695,1.5,2,2,56,1,0,1168
32,0.65,1.5,2,2,56,1,0,1168
27,0.89667,3,2,0,59,2,0,1151
14,0.95,3,2,2,83,0,0,1218
40,2.475,2,4,1,83,1,0,2500
19,1.5,2.5,4,4,56,0,0,2059
19,0.44,3,2,0,56,1,0,1012
50,3.5968,2.5,6,3,56,0,0,3720
88,0.70713,2,3,0,59,2,0,1518
86,0.652,3,2,1,83,2,0,850
5,0.5,3,2,2,55,2,0,960
2,4.8,3,5,0,48,1,1,6200
37,1.8,3,3,1,80,1,0,1157
37,1.448,3,2,1,83,1,0,896
37,1.5,3,2,1,80,1,0,935
40,5.57,2,5,2,56,1,0,2228
23,3.2296,3.5,7,5,79,1,0,5221
37,1.055635,3,1,1,79,1,0,625
50,1.327433,3,4,2,55,1,0,1603
63,0.43,3,2,1,17,1,1,770
88,0.46,3,2,0,55,1,1,1150
72,0.487,3,2,2,79,0,0,850
72,0.375,3,2,1,79,0,0,650
27,1.18,3,2,1,80,0,0,1238
14,0.46,3,2,1,59,1,0,1224
56,1.35,2.5,3,2,55,0,0,1650
8,1.3,3,2,1,55,0,0,1700
8,0.98,2,3,1,56,1,0,1288
76,0.16,3,2,1,39,1,0,650
67,0.458,3,2,2,79,2,0,1059
32,4.20462,2,5,4,56,1,1,4671
32,3.9,2,5,4,56,0,1,4024
31,0.628,3,2,2,56,1,0,1071
9,0.904,3,2,1,80,2,1,1119
9,0.823,3,2,1,80,2,1,990
9,0.688,3,2,1,83,2,1,815
9,0.798,3,2,1,80,2,1,993
9,0.892,3,2,1,80,2,1,1119
9,0.615,1,2,1,83,2,1,651
79,0.52,3,2,0,83,1,0,1007
72,1.07,3,5,0,19,0,1,1600
19,0.495,3,2,1,36,2,0,1300
37,0.599,3,2,0,56,2,0,1065
50,1.6,2,4,2,56,1,0,2038
11,0.919,1.5,2,0,83,0,0,898
11,0.908,1.5,2,0,83,0,0,898
40,9,2.5,5,3,56,1,0,3628
2,2.88,2.5,5,5,48,1,1,6780
8,3.5,3.5,6,2,22,1,1,3060
10,0.45,3,2,2,58,1,0,1405
50,1.58,2,3,2,55,1,1,2203
14,0.58,3,2,2,55,2,0,1070
9,0.928,3,2,1,80,2,0,1119
43,0.8,2,3,2,0,1,1,2591
27,2.4,3,6,0,73,0,0,3800
40,0.95,2,3,2,79,0,0,600
2,1.59,2,3,2,55,2,0,1838
67,0.9,3,3,2,56,1,0,2800
40,2.35,2,4,2,55,0,0,2399
19,2.5,3,4,4,74,0,1,6000
88,0.835,3,2,2,56,2,1,1259
32,0.0015,3,2,0,79,1,0,950
37,0.72,2,3,2,83,2,0,1407
33,0.6,3,2,1,58,0,0,900
10,0.75,3,2,2,79,1,0,1227
10,0.74,3,2,1,79,1,0,1109
10,0.625,3,2,1,79,1,0,936
37,0.849,2,3,2,80,2,0,1656
14,0.68,3,2,2,59,0,0,1236
50,0.85,2,2,3,55,0,0,1550
14,0.709999,2,3,2,55,1,0,1487
37,0.788,2.5,3,3,55,1,0,1203
9,0.57,1,1,0,79,2,0,648
25,1.999999,2,3,2,59,1,0,1690
25,4.35,2.5,5,4,15,1,0,4483
14,2,3,4,2,79,1,0,2150
14,0.995,1.5,2,2,83,0,0,1170
14,0.63,1,1,1,83,0,0,721
39,1.5,3,2,1,79,0,0,1087
40,2.65,3,2,2,83,0,0,1195
40,1.9,1,2,1,83,1,0,1076
64,0.5,3,2,2,59,1,0,1007
31,0.48,3,1,2,59,0,0,698
8,0.798,3,1,1,79,0,0,784
50,0.56619,3,3,0,55,1,0,1518
8,0.65,3,1,1,79,0,0,671
40,2.03,3,2,2,80,1,0,1273
42,1.1,3,4,2,8,1,1,1600
5,0.36,2,2,1,81,2,0,970
86,0.61,3,2,1,79,1,0,1100
86,0.6,3,2,1,83,1,0,1100
8,1.79,3,2,3,92,0,1,2000
50,1.2,2,4,2,56,0,0,1448
27,0.53,3,3,1,55,1,0,1495
67,0.4,3,2,1,83,2,0,842
67,0.4,3,2,1,83,2,0,842
50,1.08,3,2,2,79,0,0,926
50,0.7,1,1,1,79,0,0,672
50,0.0038,3,2,2,79,2,0,861
2,0.42,3,2,0,59,0,0,1300
19,2.1,3,3,6,48,1,1,10350
79,0.0025,3,3,2,12,1,1,1700
64,0.678,3,3,3,59,1,0,1345
64,0.3,3,2,1,39,2,0,850
14,0.49,3,2,1,40,1,0,1092
40,1.092789,3,1,1,59,0,0,630
20,0.65,3,2,1,55,0,0,1205
72,0.668,1.5,2,2,82,1,0,1025
64,0.399,3,2,1,37,1,0,1025
50,1.32,3,2,2,56,1,0,1200
90,3.68,3,5,0,73,2,1,4635
82,0.82,3,2,1,79,2,0,1010
33,0.4407,3,2,1,79,2,0,878
72,0.688,1.5,2,0,79,1,0,1025
14,1.4,3,4,4,55,1,0,1930
14,1.2,2.5,4,4,55,1,0,1772
14,1.08,2.5,3,3,55,1,0,1513
50,1.58,2,3,2,55,1,0,1496
50,2.3,2.5,5,0,55,1,0,2767
40,1.27,3,2,1,79,0,0,1050
50,1.79,2.5,4,2,55,1,0,1830
32,0.6,3,2,0,83,0,0,763
67,0.688,3,3,2,79,1,0,2110
50,2.3,2.5,5,3,55,1,0,2973
43,6,3,6,6,44,2,1,9230
50,0.64,3,1,0,79,0,0,804
64,0.32,1.5,1,1,80,2,0,646
2,0.74795,3,3,0,79,2,0,1571
9,0.83,3,2,1,80,2,0,990
25,2.6,2.5,5,0,23,1,0,3400
25,1.9,2,3,0,59,1,0,1700
8,0.7,3,2,0,55,2,0,1066
3,2.85,3,8,2,77,1,0,4486
54,0.43,3,2,0,12,1,1,700
25,2.85,2,4,3,0,2,0,3656
14,0.6,3,2,0,55,1,0,1234
50,2.25,2.5,6,3,55,1,0,2973
67,0.399,3,2,0,55,2,0,1208
67,0.415,3,2,0,55,2,0,1208
72,2.65,2.5,5,0,73,2,1,3200
50,1.93,2,4,3,55,1,0,2535
50,2.4,2.5,4,2,55,1,0,3000
47,0.43,3,3,2,59,0,0,1045
76,0.38,3,2,1,56,0,0,800
47,0.39,3,3,1,59,0,0,1045
47,0.369,3,3,1,83,0,0,1045
19,0.49,3,3,2,59,0,0,1045
32,0.52,3,2,2,59,1,0,1235
8,5.3,3,7,0,44,2,1,6000
19,0.63,2,2,2,55,1,0,1586
19,0.75,2,2,2,56,1,0,1478
19,0.58,2,2,2,55,2,0,1586
42,0.7,2,2,1,55,2,0,1450
42,0.58,2,2,3,79,2,0,1292
5,0.55,3,2,2,55,1,0,960
5,0.465,3,2,1,55,1,0,1076
5,0.368,3,2,1,55,1,0,913
5,0.98,3,2,5,8,2,0,1760
32,0.68,3,4,2,55,1,0,935
32,0.755,3,2,0,79,1,0,978
32,0.3645,3,2,0,56,2,0,364500
3,0.828,3,1,1,79,0,0,820
88,0.389,3,2,1,83,2,0,770
88,0.506504,2,2,2,80,2,0,850
34,0.495,3,1,0,79,2,0,589
32,0.68,3,2,2,59,0,0,935
25,1.645,2.5,4,0,55,1,0,1798
25,1.27,2,4,2,55,1,0,1540
25,0.98,3,2,2,55,1,0,1099
25,0.849,3,2,2,56,1,0,1194
25,0.752,3,2,2,55,1,0,876
25,0.857,3,2,2,55,1,0,1093
25,0.752,3,2,2,55,1,0,876
67,0.73,3,4,2,79,1,0,1281
32,0.35,3,2,1,83,1,0,950
32,0.349999,3,2,1,79,1,0,950
63,0.58,3,2,2,55,1,0,1019
67,0.34,3,2,2,79,2,0,856
67,0.35,3,2,2,79,2,0,1095
67,0.64,2,3,2,55,1,0,1200
31,0.615,3,2,2,56,1,0,1071
64,0.4,3,2,2,59,1,0,1066
64,0.4,3,2,2,59,1,0,1066
64,0.42,3,2,2,59,1,0,1066
14,0.69,3,2,3,55,0,0,1500
14,0.58,3,2,0,55,2,0,1024
14,0.66,3,2,2,59,1,0,1232
14,0.745,3,2,3,55,2,0,1407
31,0.619,3,2,2,56,1,0,1071
14,0.36,3,2,0,40,2,0,850
64,0.3741,3,2,0,55,1,0,1066
64,0.3741,3,2,0,55,1,0,1066
19,0.605,3,3,2,55,2,0,1227
32,0.38,3,2,1,79,2,0,950
20,1.65,3,1,0,83,0,0,1130
20,4.071,2.5,5,0,83,1,0,4130
36,0.28,2,2,0,64,1,0,1140
5,0.66,2,3,1,55,0,0,1316
50,1.9,3,3,0,55,2,0,2073
19,0.303,3,2,0,37,1,0,839
50,1.75,3,3,0,55,2,0,2073
2,1.85,2,4,2,79,1,0,1926
50,1.498,2,4,2,55,0,0,3200
88,0.71,3,2,2,55,0,0,1085
31,0.5,3,2,1,59,0,0,1025
32,0.37,3,2,2,79,2,0,950
32,0.51,3,2,2,79,0,0,1201
25,0.83,1,1,0,59,0,0,904
25,2.2,2.5,5,0,56,0,0,2454
67,0.85,3,2,2,55,0,0,1800
32,0.699,3,2,1,79,1,0,852
14,0.599,3,2,2,59,1,0,1065
88,1.1,2.5,3,2,55,1,0,2030
19,0.308,3,2,1,56,2,1,1137
43,1.25,2,4,1,55,0,0,1690
2,3,4,7,4,44,2,1,6500
32,0.35,3,2,1,83,1,0,950
79,1.95,3.5,6,4,23,2,1,2025
19,1.49,3,3,0,8,2,1,3717
64,0.85,1.5,2,1,55,1,0,1110
64,1.25,2,3,2,55,1,0,1488
10,0.75,3,2,2,79,1,0,1227
10,0.73,3,2,1,79,1,0,936
10,0.74,3,2,1,79,1,0,1109
64,0.73,1.5,3,2,55,1,0,999
64,1.2,2,4,2,55,1,0,1567
64,0.81,2,4,1,55,1,0,1381
40,0.82,3,1,1,83,1,0,883
24,0.98,3,2,2,83,1,0,1410
24,0.78,3,2,2,83,1,0,1076
40,0.78,3,1,0,83,0,0,603
40,0.85,3,1,1,83,0,0,883
19,0.415,3,2,2,59,1,0,927
76,0.52,3,2,1,79,1,0,715
20,0.75,3,2,0,79,0,0,840
14,0.55,1,2,1,79,1,0,667
25,3.68,2.5,4,2,23,0,1,2043
2,2.3,3,6,0,44,1,0,3778
40,1.35,3,2,0,79,0,0,820
3,0.66,3,2,1,79,0,0,950
8,1.8,3,3,0,88,0,0,2200
23,1.28,2,4,3,55,1,0,1573
25,1.3,2,3,2,55,2,0,1367
32,0.748,3,2,1,83,0,0,1202
76,0.67,3,2,1,55,1,0,1150
76,1.28,2,4,2,56,1,0,1784
47,0.565,3,2,2,59,1,0,1120
76,0.53,3,2,2,59,1,0,1337
19,0.539,3,2,2,55,2,0,990
19,0.665,3,3,2,55,2,0,1227
19,0.539,3,2,1,55,3,0,1227
14,0.54,2,2,1,55,1,0,1422
33,0.62,3,2,1,55,1,0,1015
14,0.555,3,2,1,55,0,0,1225
14,0.42,3,2,1,59,1,0,1222
76,0.51,3,2,0,79,1,0,715
2,2.99,3,7,6,48,1,1,5000
23,6.5,3.5,8,0,48,1,1,6250
2,2.499,2.5,5,2,45,2,1,5000
88,0.68,3,2,2,55,2,0,991
88,0.95,2,2,2,55,1,0,1335
88,0.88,2,2,2,55,0,0,1378
88,0.75,3,2,2,55,2,0,1152
88,0.7,3,2,2,55,2,0,1152
82,2.7,3,3,4,9,1,1,3400
32,0.395,3,3,1,40,2,0,960
17,1.34,3,4,2,37,1,0,2175
51,2.25,3,5,4,73,1,1,4610
67,0.425,3,2,1,55,1,0,1207
51,1.85,3,6,4,73,2,1,2626
32,1.75,3,4,3,77,1,1,2724
